,n,t1 average,t1 standard deviation,t2 average,t2 standard deviation,m error average,m standard deviation,rates
0,3,0.8854166666666667,0.528588102348553,9.947916666666668,4.820733847288075,2.604166666666667,4.968433340713259,0.25
1,4,1.6666666666666667,0.8838834764831844,7.239583333333333,1.5581536772553741,3.645833333333334,4.708287241662301,0.25
