,Ps,Pi,Pd,Average error,SD
0,0.0,0.008,0.008,0.0,0.0
1,0.022222222222222223,0.008,0.008,0.04166666666666667,0.2041241452319315
2,0.044444444444444446,0.008,0.008,0.04395604395604396,0.2153397576073123
3,0.06666666666666667,0.008,0.008,0.13186813186813187,0.646019272821937
4,0.08888888888888889,0.008,0.008,0.0935960591133005,0.3174527677791677
5,0.11111111111111112,0.008,0.008,0.04395604395604396,0.21533975760731236
6,0.13333333333333333,0.008,0.008,0.2381497294774507,0.5810794220483864
7,0.15555555555555556,0.008,0.008,0.24518002322880375,0.6046097072800305
8,0.17777777777777778,0.008,0.008,0.5107797270955166,1.0124764434293043
9,0.2,0.008,0.008,0.15239492886551712,0.41343844286631154
10,0.0,0.01,0.01,0.0,0.0
11,0.022222222222222223,0.01,0.01,0.042105263157894736,0.20627282044489922
12,0.044444444444444446,0.01,0.01,0.1729780271154745,0.5016081750725258
13,0.06666666666666667,0.01,0.01,0.13001735106998263,0.4697128889941183
14,0.08888888888888889,0.01,0.01,0.31237809452363097,0.864979773313946
15,0.11111111111111112,0.01,0.01,0.09225874867444325,0.31342575238981474
16,0.13333333333333333,0.01,0.01,0.2894167716952527,0.8067177445628051
17,0.15555555555555556,0.01,0.01,0.384132357682549,1.0499510732395012
18,0.17777777777777778,0.01,0.01,0.3621322339632199,0.7709770950332624
19,0.2,0.01,0.01,0.7731873114619472,1.5944171186360794
20,0.0,0.02,0.02,0.0,0.0
21,0.022222222222222223,0.02,0.02,0.08743430482560917,0.2965089653827575
22,0.044444444444444446,0.02,0.02,0.17741832635449659,0.5183695644773159
23,0.06666666666666667,0.02,0.02,0.27383133662203435,0.6700721834241413
24,0.08888888888888889,0.02,0.02,0.5421412691736552,0.7185163901395027
25,0.11111111111111112,0.02,0.02,0.6071389941004623,0.923617963840026
26,0.13333333333333333,0.02,0.02,0.23757504122411086,0.5847635169305271
27,0.15555555555555556,0.02,0.02,0.43796673500794087,0.8991787840509032
28,0.17777777777777778,0.02,0.02,1.561895937191753,1.5109045379004866
29,0.2,0.02,0.02,0.6552226313778233,0.8100618905521645
