,t1 average,t1 standard deviation,t2 average,t2 standard deviation,m error average,m standard deviation,rates,Probability of Deletions
26,0.90625,0.4553644373832165,20.9375,3.116307354510748,30.260416666666664,4.116033499721952,0.25,0.0675
27,0.6979166666666666,0.5302277746926839,22.28125,3.213993248929852,32.270833333333336,4.459452741088305,0.25,0.07
28,0.875,0.5877806658194119,23.354166666666668,3.504647212392902,33.8125,4.67943751071287,0.25,0.07250000000000001
29,0.75,0.4487637339278754,24.520833333333332,3.8981722034535333,34.8125,4.5519283917185405,0.25,0.075
30,0.8020833333333333,0.5463539184143065,23.885416666666668,2.9848976054929888,34.020833333333336,3.497953270604588,0.25,0.0775
31,0.71875,0.5891635725991363,25.135416666666668,2.9483215269690124,35.61458333333333,3.705742892045324,0.25,0.08
32,0.8645833333333334,0.5696878714114716,24.979166666666664,3.0461582134076868,35.927083333333336,4.084064029010264,0.25,0.0825
33,0.65625,0.43588491568557663,26.0625,2.883667490270757,37.0625,3.948397618021771,0.25,0.085
34,0.6041666666666667,0.5013003923131653,26.041666666666668,3.0844592538869584,36.947916666666664,3.9290446030880783,0.25,0.08750000000000001
35,0.6666666666666667,0.57282196186948,26.197916666666668,3.5687536485678955,37.61458333333333,4.274629918191748,0.25,0.09000000000000001
36,0.53125,0.41653643798192097,27.229166666666664,2.770989970509938,38.125,4.14996653266291,0.25,0.0925
37,0.5416666666666667,0.5286907308520633,27.5625,2.488776891701357,38.63541666666667,2.9944791503606174,0.25,0.095
38,0.6354166666666667,0.47495887979908324,27.822916666666664,2.488667893059346,39.854166666666664,2.8314178574229083,0.25,0.0975
39,0.65625,0.4258111132493687,27.177083333333332,2.6606173247220486,38.04166666666667,3.9321502458013424,0.25,0.1
40,0.6145833333333334,0.5016249636597712,28.0,1.9570030943028964,39.79166666666667,2.754415646839735,0.25,0.10250000000000001
41,0.6979166666666667,0.5302277746926839,28.635416666666664,2.161025308029604,39.91666666666667,2.5789613542406307,0.25,0.10500000000000001
42,0.59375,0.39404750665370286,28.677083333333332,2.148738930874469,40.260416666666664,2.9236337918096225,0.25,0.1075
43,0.5625,0.4424325121165688,29.65625,1.9496427290232783,41.5,2.9014483930922808,0.25,0.11
44,0.5520833333333334,0.41023684723990034,29.322916666666664,2.0256332600366402,41.60416666666667,2.788166337896248,0.25,0.1125
45,0.48958333333333337,0.47404417720761477,29.770833333333332,2.043260432359136,42.385416666666664,2.534462981415721,0.25,0.115
46,0.5416666666666667,0.408248290463863,30.1875,1.9161004598460445,43.41666666666667,2.331472472256297,0.25,0.11750000000000001
47,0.42708333333333337,0.40060176089644606,30.354166666666668,1.3710486153144084,42.92708333333333,2.55747729299141,0.25,0.12000000000000001
48,0.5729166666666667,0.49902248195847854,30.645833333333336,1.464125402567842,43.34375,2.3615987037386343,0.25,0.1225
49,0.5520833333333334,0.36547509985101734,30.552083333333336,1.341729747481876,42.92708333333333,2.344999666844326,0.25,0.125
50,0.40625,0.44181895959267703,30.979166666666664,1.383653326443361,43.52083333333333,2.4151396037404456,0.25,0.1275
51,0.30208333333333337,0.2944436255229702,30.8125,1.163500167120267,43.34375,1.8853591151437317,0.25,0.13
