,t1 average,t1 standard deviation,t2 average,t2 standard deviation,m error average,m standard deviation,rates,Probability of Deletions
0,1.4270833333333335,0.8062661497090565,2.510416666666667,1.468676121073367,0.6770833333333333,2.4325760451171465,0.25,0.0025
1,1.7291666666666667,0.8667768359464467,3.0520833333333335,1.8219044808935512,0.8020833333333334,2.8918400224213268,0.25,0.005
2,1.6145833333333333,0.9279022600288602,3.854166666666667,2.402165544993841,0.5,3.122498999199199,0.25,0.0075
3,1.6666666666666667,0.9547032697824667,4.1875,2.4894743700004,0.9791666666666667,3.5362090302406552,0.25,0.01
4,1.6145833333333335,0.7464470240561095,5.260416666666667,2.292968380299989,1.1979166666666667,3.3021819123035066,0.25,0.0125
5,1.5625000000000002,0.7668817633044152,5.916666666666666,2.5090115362207657,2.0208333333333335,4.624389974784663,0.25,0.015000000000000001
6,1.4895833333333333,0.7619846847031916,7.28125,3.3006042954704182,5.270833333333333,6.538182458536249,0.25,0.017499999999999998
7,1.4479166666666667,0.7568409078017798,8.0,2.7891779951965936,6.666666666666666,6.838920480114777,0.25,0.02
8,1.21875,0.6136999300689765,8.791666666666666,3.3796264586489437,7.833333333333333,7.552593373581466,0.25,0.0225
9,1.3958333333333335,0.6424643310462197,9.020833333333332,3.019827418725926,8.583333333333334,8.290410290074778,0.25,0.024999999999999998
10,1.2916666666666665,0.7324331596352893,10.239583333333334,4.116244390454051,10.28125,9.481518710028004,0.25,0.0275
11,1.0625000000000002,0.6843361544023685,12.010416666666668,4.172794972430882,14.520833333333334,8.779983350718206,0.25,0.03
12,1.3020833333333335,0.6051536478449089,12.312499999999998,3.6939679621723247,15.916666666666668,7.405187746138214,0.25,0.0325
13,1.2291666666666667,0.7031057096119252,12.71875,3.719771101642023,16.875,8.505512918102,0.25,0.035
14,1.1041666666666667,0.6624213789826936,13.09375,3.6370578912311347,17.333333333333332,7.327767774401394,0.25,0.037500000000000006
15,1.1979166666666667,0.6051536478449089,14.635416666666666,3.625463931040796,20.979166666666668,6.955057861808995,0.25,0.04
16,1.2291666666666667,0.6715317275535916,14.770833333333332,3.2488646521173785,21.53125,5.498095866727154,0.25,0.0425
17,1.2708333333333335,0.733321496116585,15.760416666666668,4.293777292489679,23.375,7.902289576797067,0.25,0.045000000000000005
18,0.9895833333333334,0.524466494798921,17.09375,3.093574630270871,24.385416666666664,4.85554120381492,0.25,0.0475
19,1.125,0.5980291706003052,18.166666666666668,3.5340604597733374,26.0625,5.386091592137001,0.25,0.05
20,1.0104166666666667,0.5007589725717465,17.75,3.470860844228705,26.239583333333332,5.297968278684239,0.25,0.052500000000000005
21,1.0520833333333333,0.5964849292591836,19.208333333333332,3.2513351958165675,28.479166666666668,5.475283795283025,0.25,0.055
22,0.8645833333333334,0.5135955431508771,18.520833333333332,4.131045653880436,27.197916666666664,5.731240155086661,0.25,0.0575
23,0.8854166666666667,0.5681620893039434,20.197916666666668,3.756923585380582,29.291666666666668,4.85036510653236,0.25,0.060000000000000005
24,0.75,0.5448623679425842,20.291666666666664,3.36469620553707,29.260416666666668,4.6524033327768715,0.25,0.0625
25,0.8541666666666667,0.6176652950155664,21.104166666666668,3.44418541812784,30.947916666666668,4.809737212011807,0.25,0.065
